CODIGO_MESA,DESCRIPCION,CODIGO_PAIS,NOMBRE_PAIS,CODIGO_DEPARTAMENTO,NOMBRE_DEPARTAMENTO,CODIGO_PROVINCIA,NOMBRE_PROVINCIA,CODIGO_SECCION,NOMBRE_MUNICIPIO,CODIGO_LOCALIDAD,NOMBRE_LOCALIDAD,CODIGO_RECINTO,NOMBRE_RECINTO,NUMERO_MESA,INSCRITOS_HABILITADOS,ADN,APC,ASIP,CTC,CAMPO,C-A,CREEMOS,DECIDE,UN,FPV,FE,GH,MATICO,MAS-IPSP,DEMOCRATAS,MNR,MSP,MTS,NEGROS,NED,PAN-BOL,PACHO,PC,SPT,SOL,SAN JUAN XXI,SCB,TPP,T.P.R.,UCS,UNIDOS,UNIR.BO,VPT,VOCES,VOTO_VALIDO,VOTO_BLANCO,VOTO_NULO,VOTO_EMITIDO,VOTO_VALIDO_SISTEMA,VOTO_EMITIDO_SISTEMA
7002142,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,1012,Escuela San Carlos,5,220,0,0,1,0,0,0,147,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,175,5,0,180,175,180
7002202,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,1012,Escuela San Carlos,11,220,0,0,0,0,0,0,158,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175,0,3,178,175,178
7002232,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,1012,Escuela San Carlos,14,220,0,0,0,0,0,0,147,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,177,0,4,181,177,181
7002262,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5006,U.E.  Kinder Virgen de Cotoca II,2,220,0,0,1,0,0,0,155,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,181,2,2,185,181,185
7002352,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5007,Col. Virgen De Cotoca,2,220,0,0,1,0,0,0,158,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,184,3,5,192,184,192
7002362,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5007,Col. Virgen De Cotoca,3,220,0,0,2,0,0,0,150,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,195,2,3,200,195,200
7002422,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,11033,Unidad Educativa San Jorge Norte,1,26,0,0,0,0,0,0,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,21,19,21
7002432,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,26400,U.E. San Jorge Norte,1,44,0,0,0,0,0,0,32,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,1,41,39,41
7002572,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,26421,Unidad Educativa Santa Ana D,14,220,0,0,2,0,0,0,152,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,188,3,1,192,188,192
7002582,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,26421,Unidad Educativa Santa Ana D,15,220,0,0,1,0,0,0,139,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,183,4,3,190,183,190
7002722,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5002,Esc. German Busch,6,220,0,0,1,0,0,0,158,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,179,2,5,186,179,186
7002822,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5008,Naciones Unidas,2,220,0,0,2,0,0,0,145,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,186,3,2,191,186,191
7002972,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,25418,Modulo Educativo German Busch,4,220,0,0,3,0,0,0,154,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,189,2,6,197,189,197
7003022,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,25418,Modulo Educativo German Busch,9,220,0,0,6,0,0,0,138,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,182,3,4,189,182,189
7003132,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5009,Col. 7 de Septiembre,10,220,0,0,0,0,0,0,141,0,0,0,0,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,176,2,1,179,176,179
7003192,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5011,Esc. Real America (Esc. F. Florida),1,220,0,0,1,0,0,0,145,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,176,0,3,179,176,179
7003232,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5011,Esc. Real America (Esc. F. Florida),5,220,0,0,0,0,0,0,141,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,176,5,1,182,176,182
7003492,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5019,Col. Luz Y Saber II,2,220,0,0,1,0,0,0,134,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,183,1,5,189,183,189
7003502,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5019,Col. Luz Y Saber II,3,220,0,0,1,0,0,0,159,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,196,1,1,198,196,198
7003512,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5019,Col. Luz Y Saber II,4,220,0,0,2,0,0,0,132,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,183,1,7,191,183,191
7003542,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5019,Col. Luz Y Saber II,7,220,0,0,3,0,0,0,120,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,170,2,14,186,170,186
7004002,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5028,Col. Juan La Borde Morel,13,220,0,0,2,0,0,0,145,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,180,3,9,192,180,192
7004472,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5023,Escuela 23 de Marzo,22,220,0,0,2,0,0,0,137,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,180,6,2,188,180,188
7004832,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,25470,U.E. Santa Cruz de la Sierra,21,220,0,0,2,0,0,0,153,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,186,3,1,190,186,190
7004862,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,25470,U.E. Santa Cruz de la Sierra,24,220,0,0,0,0,0,0,161,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,187,2,6,195,187,195
7005152,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,32055,Coliseo UAGRM Los Vallecitos (Temporal),13,220,0,0,2,0,0,0,141,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,190,1,1,192,190,192
7006362,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5005,Col. Villa Bolivia,19,220,0,0,0,0,0,0,141,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,176,3,5,184,176,184
7006382,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,5005,Col. Villa Bolivia,21,220,0,0,1,0,0,0,140,0,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,183,2,3,188,183,188
7006492,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,25417,Facultad de Ciencias Agricolas U.A.G.R.M.,1,220,0,0,2,0,0,0,147,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,184,6,4,194,184,194
7006772,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3000,Colegio Marista,2,220,0,0,0,0,0,0,157,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,177,0,1,178,177,178
7006782,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3000,Colegio Marista,3,220,0,0,1,0,0,0,147,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,169,0,2,171,169,171
7006812,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3000,Colegio Marista,6,220,0,0,0,0,0,0,153,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,177,2,2,181,177,181
7006832,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3000,Colegio Marista,8,220,0,0,1,0,0,0,156,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,172,1,6,179,172,179
7006842,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3000,Colegio Marista,9,220,0,0,1,0,0,0,148,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,174,1,5,180,174,180
7006852,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3000,Colegio Marista,10,60,0,0,0,0,0,0,44,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,50,0,2,52,50,52
7006892,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,2004,Col. Republica del Uruguay,4,220,0,0,0,0,0,0,156,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,186,1,1,188,186,188
7006902,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,2004,Col. Republica del Uruguay,5,220,0,0,0,0,0,0,146,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,167,3,4,174,167,174
7006932,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,2004,Col. Republica del Uruguay,8,220,0,0,1,0,0,0,142,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,169,0,3,172,169,172
7007072,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,2003,Col. Gaston Guillaux,8,220,0,0,0,0,0,0,136,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,163,1,1,165,163,165
7007082,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,2003,Col. Gaston Guillaux,9,220,0,0,1,0,0,0,108,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,151,4,4,159,151,159
7007092,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,2003,Col. Gaston Guillaux,10,220,0,0,0,0,0,0,147,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,173,0,4,177,173,177
7007172,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,2003,Col. Gaston Guillaux,18,220,0,0,1,0,0,0,107,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,158,0,2,160,158,160
7007362,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3016,Col. Dios es Amor,4,220,0,0,0,0,0,0,136,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,180,2,2,184,180,184
7007402,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3017,Col. Nacional Salesiano,1,220,0,0,1,0,0,0,137,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,173,0,7,180,173,180
7007412,GOBERNADOR(A),32,Bolivia,7,Santa Cruz,1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,3017,Col. Nacional Salesiano,2,220,0,0,0,0,0,0,136,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,180,4,2,186,180,186
