CODIGO_MESA,DESCRIPCION,CODIGO_PAIS,NOMBRE_PAIS,CODIGO_DEPARTAMENTO,NOMBRE_DEPARTAMENTO,CODIGO_PROVINCIA,NOMBRE_PROVINCIA,CODIGO_SECCION,NOMBRE_MUNICIPIO,CODIGO_LOCALIDAD,NOMBRE_LOCALIDAD,CODIGO_RECINTO,NOMBRE_RECINTO,NUMERO_MESA,INSCRITOS_HABILITADOS,BSTH,CZM - APG,CST,C-A,UN,FPV,MAS-IPSP,MIM,MNR,MTS,PAN-BOL,R-2025,SOMHOS,T.P.C.,UNIR-VILLA VACA GUZMAN,UNIDOS,VOTO_VALIDO,VOTO_BLANCO,VOTO_NULO,VOTO_EMITIDO,VOTO_VALIDO_SISTEMA,VOTO_EMITIDO_SISTEMA
1000012,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,1204,Arabate,52,Escuela Arabate,1,138,0,0,19,4,0,0,63,0,0,0,0,0,0,0,0,0,86,9,14,109,86,109
1000022,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,1205,Chaunaca,53,Escuela Seccional De Chaunaca,1,220,0,0,28,4,0,0,102,0,1,0,0,0,0,0,0,28,163,11,13,187,163,187
1000032,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,1205,Chaunaca,53,Escuela Seccional De Chaunaca,2,90,2,0,8,1,0,0,44,0,0,0,0,0,0,0,0,10,65,1,4,70,65,70
1000042,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,1206,Chuqui Chuqui,54,Unidad Educativa Chuqui Chuqui,1,220,0,0,46,6,0,0,91,0,0,0,0,0,0,0,0,15,158,19,14,191,158,191
1000052,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,1206,Chuqui Chuqui,54,Unidad Educativa Chuqui Chuqui,2,220,2,0,41,7,0,0,86,0,0,0,0,0,0,0,0,18,154,15,21,190,154,190
1000062,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,1206,Chuqui Chuqui,54,Unidad Educativa Chuqui Chuqui,3,125,1,0,28,2,0,0,41,0,0,0,0,0,0,0,0,8,80,10,15,105,80,105
1000072,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,1207,Surima,55,Escuela Fray Gabriel Maria Landini,1,220,0,0,41,1,0,0,99,0,2,0,0,0,0,0,0,14,157,17,14,188,157,188
1000092,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,1207,Surima,55,Escuela Fray Gabriel Maria Landini,3,220,1,0,31,5,0,0,104,0,1,0,0,0,0,0,0,10,152,14,14,180,152,180
1000102,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,1207,Surima,55,Escuela Fray Gabriel Maria Landini,4,92,3,0,21,2,0,0,27,0,1,0,0,0,0,0,0,15,69,6,12,87,69,87
1000112,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,1208,Imilla Huañusca,56,Escuela Fray Gabriel Mariscal,1,220,1,0,62,5,0,0,76,0,1,0,0,0,0,0,0,3,148,19,20,187,148,187
