CODIGO_MESA,DESCRIPCION,CODIGO_PAIS,NOMBRE_PAIS,CODIGO_DEPARTAMENTO,NOMBRE_DEPARTAMENTO,CODIGO_PROVINCIA,NOMBRE_PROVINCIA,CODIGO_SECCION,NOMBRE_MUNICIPIO,CODIGO_LOCALIDAD,NOMBRE_LOCALIDAD,CODIGO_RECINTO,NOMBRE_RECINTO,NUMERO_MESA,INSCRITOS_HABILITADOS,BSTH,CZM - APG,CST,C-A,UN,FPV,MAS-IPSP,MIM,MNR,MTS,PAN-BOL,R-2025,SOMHOS,T.P.C.,UNIR-VILLA VACA GUZMAN,UNIDOS,VOTO_VALIDO,VOTO_BLANCO,VOTO_NULO,VOTO_EMITIDO,VOTO_VALIDO_SISTEMA,VOTO_EMITIDO_SISTEMA
1000752,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,522,Col. Bernardo Monteagudo,1,220,10,0,87,12,0,0,37,0,3,0,0,0,0,0,0,15,164,5,6,175,164,175
1000772,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,522,Col. Bernardo Monteagudo,3,220,18,0,95,8,0,0,27,0,0,0,0,0,0,0,0,15,163,5,6,174,163,174
1000782,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,522,Col. Bernardo Monteagudo,4,220,14,0,92,12,0,0,24,0,0,0,0,0,0,0,0,17,159,2,9,170,159,170
1000802,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,522,Col. Bernardo Monteagudo,6,125,5,0,56,5,0,0,28,0,1,0,0,0,0,0,0,3,98,2,3,103,98,103
1000822,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,523,Coliseo Jorge Revilla Aldana,2,220,14,0,104,13,0,0,31,0,1,0,0,0,0,0,0,8,171,6,9,186,171,186
1000832,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,523,Coliseo Jorge Revilla Aldana,3,220,15,0,88,12,0,0,33,0,1,0,0,0,0,0,0,12,161,6,13,180,161,180
1000862,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,523,Coliseo Jorge Revilla Aldana,6,214,20,0,99,13,0,0,25,0,1,0,0,0,0,0,0,10,168,6,7,181,168,181
1000872,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30013,Coliseo Col. San Cristobal (Temporal),1,220,11,0,98,11,0,0,34,0,1,0,0,0,0,0,0,8,163,6,8,177,163,177
1000882,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30013,Coliseo Col. San Cristobal (Temporal),2,220,15,0,95,12,0,0,20,0,1,0,0,0,0,0,0,17,160,6,7,173,160,173
1000892,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30013,Coliseo Col. San Cristobal (Temporal),3,220,12,0,104,12,0,0,32,0,0,0,0,0,0,0,0,13,173,5,3,181,173,181
1000902,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30013,Coliseo Col. San Cristobal (Temporal),4,87,8,0,38,3,0,0,10,0,1,0,0,0,0,0,0,4,64,1,5,70,64,70
1000912,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,1,220,9,0,110,6,0,0,29,0,1,0,0,0,0,0,0,12,167,3,13,183,167,183
1000922,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,2,220,17,0,85,10,0,0,37,0,1,0,0,0,0,0,0,15,165,5,15,185,165,185
1000932,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,3,220,10,0,104,5,0,0,23,0,0,0,0,0,0,0,0,13,155,6,6,167,155,167
1000942,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,4,220,11,0,108,6,0,0,15,0,3,0,0,0,0,0,0,15,158,3,15,176,158,176
1000952,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,5,220,11,0,104,2,0,0,31,0,0,0,0,0,0,0,0,10,158,8,17,183,158,183
1000962,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,101,Colegio Junin,6,65,7,0,25,1,0,0,14,0,0,0,0,0,0,0,0,6,53,1,1,55,53,55
1000972,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,103,Esc. Mariscal De Ayacucho,1,220,10,0,136,3,0,0,17,0,1,0,0,0,0,0,0,11,178,5,4,187,178,187
1000982,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,103,Esc. Mariscal De Ayacucho,2,220,12,0,128,4,0,0,23,0,0,0,0,0,0,0,0,19,186,1,5,192,186,192
1000992,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,103,Esc. Mariscal De Ayacucho,3,108,9,0,51,3,0,0,10,0,2,0,0,0,0,0,0,12,87,2,5,94,87,94
1001222,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,513,Kinder Serrano,1,220,17,0,101,11,0,0,38,0,2,0,0,0,0,0,0,9,178,3,8,189,178,189
1001242,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,513,Kinder Serrano,3,234,20,0,114,2,0,0,43,0,0,0,0,0,0,0,0,12,191,2,9,202,191,202
1001252,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,514,Colegio Simón Rodríguez,1,220,17,0,110,12,0,0,23,0,0,0,0,0,0,0,0,16,178,4,7,189,178,189
1001272,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,514,Colegio Simón Rodríguez,3,220,20,0,98,6,0,0,30,0,1,0,0,0,0,0,0,10,165,2,11,178,165,178
1001332,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,524,Estación De Bomberos,1,37,2,0,13,3,0,0,6,0,0,0,0,0,0,0,0,2,26,2,3,31,26,31
1001342,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30001,Facultad de Tecnología Médica (Temporal),1,220,5,0,116,10,0,0,30,0,1,0,0,0,0,0,0,12,174,4,9,187,174,187
1001362,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30001,Facultad de Tecnología Médica (Temporal),3,220,12,0,83,11,0,0,39,0,0,0,0,0,0,0,0,13,158,6,7,171,158,171
1001372,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30001,Facultad de Tecnología Médica (Temporal),4,220,12,0,100,11,0,0,36,0,2,0,0,0,0,0,0,6,167,5,9,181,167,181
1001382,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30001,Facultad de Tecnología Médica (Temporal),5,220,11,0,104,15,0,0,35,0,1,0,0,0,0,0,0,10,176,4,9,189,176,189
1001392,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30001,Facultad de Tecnología Médica (Temporal),6,220,15,0,96,6,0,0,43,0,1,0,0,0,0,0,0,11,172,3,11,186,172,186
1001422,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30001,Facultad de Tecnología Médica (Temporal),9,220,8,0,106,10,0,0,35,0,0,0,0,0,0,0,0,13,172,5,11,188,172,188
1001432,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30001,Facultad de Tecnología Médica (Temporal),10,90,4,0,48,1,0,0,14,0,1,0,0,0,0,0,0,2,70,1,4,75,70,75
1001442,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30009,Coliseo San José (Temporal),1,220,10,0,100,12,0,0,28,0,2,0,0,0,0,0,0,9,161,7,11,179,161,179
1001452,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30009,Coliseo San José (Temporal),2,220,14,0,114,6,0,0,37,0,0,0,0,0,0,0,0,6,177,1,9,187,177,187
1001462,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30009,Coliseo San José (Temporal),3,220,16,0,99,12,2,0,40,0,0,0,0,0,0,0,0,9,178,3,6,187,178,187
1001472,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30009,Coliseo San José (Temporal),4,238,18,0,111,10,0,0,41,0,1,0,0,0,0,0,0,11,192,3,8,203,192,203
1001532,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,1,220,9,0,112,11,0,0,39,0,1,0,0,0,0,0,0,11,183,5,8,196,183,196
1001542,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,2,220,11,0,100,4,0,0,49,0,0,0,0,0,0,0,0,8,172,10,9,191,172,191
1001552,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,3,220,21,0,81,14,0,0,43,0,0,0,0,0,0,0,0,7,166,9,11,186,166,186
1001562,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,4,220,15,0,90,12,0,0,48,0,5,0,0,0,0,0,0,11,181,8,12,201,181,201
1001572,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,5,220,12,0,82,7,0,0,49,0,1,0,0,0,0,0,0,8,159,13,10,182,159,182
1001592,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,7,220,18,0,98,5,0,0,22,0,2,0,0,0,0,0,0,19,164,5,17,186,164,186
1001602,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,8,220,18,0,89,4,0,0,53,0,2,0,0,0,0,0,0,14,180,1,7,188,180,188
1001612,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,9,207,11,0,98,9,0,0,37,0,2,0,0,0,0,0,0,7,164,6,5,175,164,175
1001622,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1,220,18,0,99,6,0,0,37,0,0,0,0,0,0,0,0,10,170,3,6,179,170,179
1001632,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,2,220,13,0,104,7,0,0,18,0,1,0,0,0,0,0,0,18,161,5,11,177,161,177
1001652,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,4,220,20,0,104,8,0,0,25,0,3,0,0,0,0,0,0,13,173,3,4,180,173,180
1001662,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,5,220,14,0,88,15,0,0,26,0,1,0,0,0,0,0,0,24,168,2,8,178,168,178
1001672,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,6,220,23,0,96,9,0,0,36,0,0,0,0,0,0,0,0,15,179,6,7,192,179,192
1001692,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,8,220,12,0,81,6,0,0,28,0,0,0,0,0,0,0,0,14,141,5,36,182,141,182
1001702,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,9,220,16,0,100,8,0,0,29,0,0,0,0,0,0,0,0,15,168,6,7,181,168,181
1001712,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,10,156,11,0,68,2,0,0,20,0,2,0,0,0,0,0,0,7,110,8,10,128,110,128
1001722,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,225,Salon Multifuncional America,1,55,2,0,24,0,0,0,11,0,0,0,0,0,0,0,0,4,41,3,1,45,41,45
1001782,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30004,Campo Deportivo zona América (Temporal),3,220,5,0,89,6,0,0,49,0,1,0,0,0,0,0,0,13,163,9,18,190,163,190
1001812,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30004,Campo Deportivo zona América (Temporal),6,220,9,0,99,14,0,0,40,0,2,0,0,0,0,0,0,11,175,6,11,192,175,192
1002032,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,25028,Salon Multifuncional La Hoyada,1,26,4,0,10,2,0,0,6,0,0,0,0,0,0,0,0,1,23,1,2,26,23,26
1002042,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,25568,U.E. San Roque Nivel Inicial,1,220,18,0,99,12,0,0,29,0,6,0,0,0,0,0,0,11,175,5,7,187,175,187
1002052,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,25568,U.E. San Roque Nivel Inicial,2,220,14,0,106,3,0,0,39,0,0,0,0,0,0,0,0,11,173,6,8,187,173,187
1002062,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,25568,U.E. San Roque Nivel Inicial,3,220,11,0,114,9,0,0,37,0,1,0,0,0,0,0,0,11,183,6,9,198,183,198
1002072,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,25568,U.E. San Roque Nivel Inicial,4,220,13,0,100,10,0,0,43,0,2,0,0,0,0,0,0,5,173,9,9,191,173,191
1002092,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,25568,U.E. San Roque Nivel Inicial,6,220,19,0,93,8,0,0,39,0,3,0,0,0,0,0,0,16,178,7,10,195,178,195
1002102,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,25568,U.E. San Roque Nivel Inicial,7,220,19,0,104,6,0,0,24,0,3,0,0,0,0,0,0,21,177,7,4,188,177,188
1002112,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,25568,U.E. San Roque Nivel Inicial,8,21,1,0,8,1,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,14,14,14
1002132,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30003,Campo Deportivo zona La Hoyada (Temporal),2,220,11,0,104,12,0,0,46,0,0,0,0,0,0,0,0,11,184,1,7,192,184,192
1002152,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30003,Campo Deportivo zona La Hoyada (Temporal),4,220,11,0,103,9,0,0,53,0,1,0,0,0,0,0,0,6,183,6,8,197,183,197
1002162,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30003,Campo Deportivo zona La Hoyada (Temporal),5,59,5,0,23,0,0,0,10,0,1,0,0,0,0,0,0,5,44,2,1,47,44,47
1002172,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30010,Kinder Aniceto Arce (Temporal),1,220,5,0,90,3,0,0,60,0,3,0,0,0,0,0,0,4,165,9,8,182,165,182
1002182,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30010,Kinder Aniceto Arce (Temporal),2,220,6,0,91,3,0,0,51,0,1,0,0,0,0,0,0,6,158,9,7,174,158,174
1002192,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30010,Kinder Aniceto Arce (Temporal),3,220,7,0,113,11,0,0,27,0,0,0,0,0,0,0,0,11,169,8,7,184,169,184
1002202,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30010,Kinder Aniceto Arce (Temporal),4,220,2,0,126,7,0,0,28,0,0,0,0,0,0,0,0,7,170,10,9,189,170,189
1002212,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30010,Kinder Aniceto Arce (Temporal),5,220,14,0,89,9,0,0,41,0,2,0,0,0,0,0,0,7,162,6,12,180,162,180
1002222,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30010,Kinder Aniceto Arce (Temporal),6,220,20,0,99,4,0,0,34,0,3,0,0,0,0,0,0,3,163,5,8,176,163,176
1002232,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30010,Kinder Aniceto Arce (Temporal),7,220,3,0,92,13,0,0,49,0,1,0,0,0,0,0,0,5,163,10,7,180,163,180
1002242,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,30010,Kinder Aniceto Arce (Temporal),8,30,2,0,19,1,0,0,0,0,0,0,0,0,0,0,0,1,23,1,0,24,23,24
1002262,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,2,220,11,0,86,11,0,0,38,0,1,0,0,0,0,0,0,8,155,9,8,172,155,172
1002272,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,3,220,15,0,84,12,0,0,26,0,1,0,0,0,0,0,0,15,153,3,14,170,153,170
1002282,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,4,220,16,0,95,11,0,0,24,0,2,0,0,0,0,0,0,19,167,4,10,181,167,181
1002292,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,5,220,15,0,95,10,0,0,29,0,1,0,0,0,0,0,0,16,166,6,11,183,166,183
1002302,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,6,220,14,0,97,12,0,0,27,0,3,0,0,0,0,0,0,13,166,2,9,177,166,177
1002322,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,202,Col. Don Bosco,8,228,12,0,98,16,0,0,30,0,1,0,0,0,0,0,0,17,174,5,5,184,174,184
1002332,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,208,Kinder Municipal,1,27,2,0,10,1,0,0,7,0,0,0,0,0,0,0,0,1,21,1,0,22,21,22
1002342,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1,220,17,0,91,9,0,0,39,0,1,0,0,0,0,0,0,13,170,18,11,199,170,199
1002352,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,2,220,11,0,106,17,0,0,27,0,0,0,0,0,0,0,0,15,176,15,7,198,176,198
1002362,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,3,220,5,0,108,7,0,0,48,0,1,0,0,0,0,0,0,12,181,6,4,191,181,191
1002372,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,4,220,14,0,102,6,0,0,43,0,0,0,0,0,0,0,0,9,174,10,9,193,174,193
1002382,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,5,220,15,0,87,17,0,0,47,0,1,0,0,0,0,0,0,6,173,6,7,186,173,186
1002392,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,6,220,13,0,89,6,0,0,31,0,0,0,0,0,0,0,0,7,146,18,15,179,146,179
1002402,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,7,220,20,0,82,9,0,0,26,0,2,0,0,0,0,0,0,15,154,14,15,183,154,183
1002412,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,8,220,17,0,100,12,0,0,30,0,0,0,0,0,0,0,0,9,168,9,12,189,168,189
1002422,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,9,220,17,0,106,13,0,0,32,0,0,0,0,0,0,0,0,7,175,9,14,198,175,198
1002432,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,10,220,15,0,89,18,0,0,35,0,1,0,0,0,0,0,0,10,168,7,12,187,168,187
1002442,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,11,220,15,0,103,8,0,0,38,0,1,0,0,0,0,0,0,17,182,7,11,200,182,200
1002452,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,12,65,0,0,36,5,0,0,7,0,1,0,0,0,0,0,0,1,50,4,1,55,50,55
1002472,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,2,220,12,0,98,11,0,0,29,0,4,0,0,0,0,0,0,15,169,6,9,184,169,184
1002482,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,3,220,16,0,106,5,0,0,19,0,1,0,0,0,0,0,0,13,160,9,14,183,160,183
1002492,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,4,220,20,0,105,5,0,0,24,0,1,0,0,0,0,0,0,16,171,2,6,179,171,179
1002502,GOBERNADOR(A),32,Bolivia,1,Chuquisaca,1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,5,220,18,0,115,2,0,0,31,0,1,0,0,0,0,0,0,9,176,3,8,187,176,187
