CODIGO_MESA,DESCRIPCION,CODIGO_PAIS,NOMBRE_PAIS,CODIGO_DEPARTAMENTO,NOMBRE_DEPARTAMENTO,CODIGO_PROVINCIA,NOMBRE_PROVINCIA,CODIGO_SECCION,NOMBRE_MUNICIPIO,CODIGO_LOCALIDAD,NOMBRE_LOCALIDAD,CODIGO_RECINTO,NOMBRE_RECINTO,NUMERO_MESA,INSCRITOS_HABILITADOS,S.A.M.,APU,BST,C-A,FPV,FIC,INCA-FS,TCA,L.E.A.L,MAS-IPSP,MRP,MTS,PP,PAN-BOL,PDC,SUMA,UCS,UNICO,UN SOL PARA ORURO,VOTO_VALIDO,VOTO_BLANCO,VOTO_NULO,VOTO_EMITIDO,VOTO_VALIDO_SISTEMA,VOTO_EMITIDO_SISTEMA
4004662,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,1,220,0,0,46,5,2,0,0,0,0,36,0,1,21,5,1,0,4,7,45,173,11,17,201,173,201
4004682,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,3,170,0,0,27,8,4,0,0,0,0,37,0,0,13,2,3,0,0,8,36,138,7,7,152,138,152
4004662,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,1,220,0,0,40,0,0,0,0,0,0,22,0,0,0,8,5,0,6,12,43,136,43,22,201,136,201
4004682,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,3,170,0,0,14,0,0,0,0,0,0,29,0,0,0,9,6,0,0,8,41,107,35,10,152,107,152
4004662,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,1,220,0,0,33,7,6,0,0,0,0,24,0,2,10,7,4,0,3,7,40,143,41,17,201,143,201
4004682,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,3,170,0,0,13,6,7,0,0,0,0,26,0,0,6,4,5,0,1,4,30,102,43,7,152,102,152
4004666,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,1,220,0,0,25,8,3,0,4,0,5,13,3,1,10,8,23,0,2,6,70,181,6,14,201,181,201
4004686,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,3,170,0,0,7,8,3,0,1,0,4,27,4,0,10,7,13,0,0,1,57,142,3,7,152,142,152
4004666,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,1,220,0,0,21,6,5,0,2,0,5,19,3,0,8,5,14,0,3,4,49,144,41,16,201,144,201
4004686,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,3,170,0,0,4,5,7,0,0,0,2,22,5,0,4,3,8,0,2,0,44,106,39,7,152,106,152
