CODIGO_MESA,DESCRIPCION,CODIGO_PAIS,NOMBRE_PAIS,CODIGO_DEPARTAMENTO,NOMBRE_DEPARTAMENTO,CODIGO_PROVINCIA,NOMBRE_PROVINCIA,CODIGO_SECCION,NOMBRE_MUNICIPIO,CODIGO_LOCALIDAD,NOMBRE_LOCALIDAD,CODIGO_RECINTO,NOMBRE_RECINTO,NUMERO_MESA,INSCRITOS_HABILITADOS,CID,FPV,MAS-IPSP,MDA,MTS,P.S.T.,PAN-BOL,PASO,VIDA,VOTO_VALIDO,VOTO_BLANCO,VOTO_NULO,VOTO_EMITIDO,VOTO_VALIDO_SISTEMA,VOTO_EMITIDO_SISTEMA
9000212,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25028,U. E. Cobija,2,220,36,0,53,0,33,1,0,2,12,137,25,14,176,137,176
9000302,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25028,U. E. Cobija,11,220,24,0,67,0,36,1,0,1,3,132,29,5,166,132,166
9000312,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25028,U. E. Cobija,12,220,42,0,41,0,41,3,0,3,9,139,27,3,169,139,169
9000322,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25028,U. E. Cobija,13,220,47,0,53,0,39,3,0,2,5,149,20,4,173,149,173
9000362,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25034,U. E. Juana Azurduy De Padilla,2,220,42,0,48,0,43,0,0,7,4,144,22,18,184,144,184
9000372,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25034,U. E. Juana Azurduy De Padilla,3,220,57,0,46,0,28,0,0,1,5,137,23,13,173,137,173
9000382,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25034,U. E. Juana Azurduy De Padilla,4,91,24,0,24,0,15,1,0,1,2,67,9,0,76,67,76
9000432,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,11,U. E. 11 de Octubre,5,220,30,0,57,0,33,1,0,2,8,131,37,15,183,131,183
9000462,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,11,U. E. 11 de Octubre,8,220,31,0,51,0,45,3,0,1,6,137,21,7,165,137,165
9000472,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,11,U. E. 11 de Octubre,9,220,42,0,53,0,42,0,0,2,5,144,36,1,181,144,181
9000492,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,11,U. E. 11 de Octubre,11,220,39,0,63,0,43,0,0,2,3,150,33,4,187,150,187
9000562,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25029,U. E. Mariscal Sucre,6,220,26,0,53,0,46,1,0,2,5,133,25,10,168,133,168
9000612,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25029,U. E. Mariscal Sucre,11,220,25,0,60,0,46,4,0,1,3,139,33,8,180,139,180
9000642,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25031,U. E. Rogelia Menacho De Balcazar,2,220,24,0,70,0,25,2,0,0,7,128,35,30,193,128,193
9000652,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25031,U. E. Rogelia Menacho De Balcazar,3,220,30,0,64,0,21,2,0,0,7,124,34,26,184,124,184
9000782,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25032,U. E. José Manuel Pando,8,220,18,0,62,0,38,0,0,5,9,132,40,13,185,132,185
9000842,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25032,U. E. José Manuel Pando,14,215,25,0,60,0,49,0,0,3,12,149,37,2,188,149,188
9000922,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25035,U.E. Defensores Del Acre,8,220,30,0,49,0,52,1,0,2,8,142,33,6,181,142,181
9000942,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25035,U.E. Defensores Del Acre,10,220,43,0,60,0,42,0,0,0,6,151,34,1,186,151,186
9000952,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25035,U.E. Defensores Del Acre,11,220,40,0,52,0,50,1,0,3,4,150,33,5,188,150,188
9000972,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,12,U.E. German Busch,1,220,35,0,43,0,46,1,0,3,4,132,46,5,183,132,183
9000992,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,12,U.E. German Busch,3,220,28,0,51,0,41,1,0,3,4,128,40,4,172,128,172
9001022,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,13,(Cárcel) Cárcel Pública (Villa Busch),1,220,2,0,100,0,26,1,0,2,3,134,35,2,171,134,171
9001032,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,13,(Cárcel) Cárcel Pública (Villa Busch),2,105,1,0,51,0,9,0,0,0,2,63,21,0,84,63,84
9001052,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,14,U.E. De Bella Vista,2,220,29,0,66,0,32,1,0,2,5,135,45,3,183,135,183
9001072,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,14,U.E. De Bella Vista,4,220,20,0,75,0,50,0,0,3,4,152,35,1,188,152,188
9001102,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,26074,U. E. Abaroa,1,55,9,0,17,0,14,0,0,2,1,43,9,3,55,43,55
9001112,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,26076,U. E. Juan Evo Morales Ayma,1,220,33,0,77,0,30,1,0,3,8,152,29,19,200,152,200
9001122,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,26076,U. E. Juan Evo Morales Ayma,2,97,13,0,30,0,20,0,0,0,4,67,13,7,87,67,87
9001142,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,26077,U. E. Marcelo Quiroga Santa Cruz,2,145,14,0,35,0,42,4,0,1,3,99,25,5,129,99,129
9001152,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,26078,U. E. Alfredo Ovando Candia,1,220,11,0,29,0,11,2,0,0,3,56,15,25,96,56,96
9001162,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,26078,U. E. Alfredo Ovando Candia,2,220,19,0,24,0,23,1,0,1,5,73,15,6,94,73,94
9001172,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,26078,U. E. Alfredo Ovando Candia,3,164,13,0,20,0,20,0,0,0,0,53,11,1,65,53,65
9001202,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25036,U. E. Vaca Diez (Medio),2,220,39,0,49,0,44,1,0,1,6,140,25,6,171,140,171
9001212,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25036,U. E. Vaca Diez (Medio),3,220,42,0,52,0,45,0,0,5,8,152,23,5,180,152,180
9001242,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25036,U. E. Vaca Diez (Medio),6,220,38,0,54,0,31,2,0,3,9,137,36,11,184,137,184
9001252,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25036,U. E. Vaca Diez (Medio),7,220,54,0,40,0,46,1,0,3,9,153,29,1,183,153,183
9001292,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25036,U. E. Vaca Diez (Medio),11,80,14,0,16,0,12,0,0,0,2,44,12,8,64,44,64
9001302,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25037,Kínder Víctor León Arueta,1,220,65,0,40,0,27,3,0,3,9,147,23,8,178,147,178
9001312,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25037,Kínder Víctor León Arueta,2,39,9,0,11,0,6,0,0,0,3,29,3,2,34,29,34
9001322,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25042,U.E. Villa Cruz,1,121,17,0,29,0,21,0,0,0,1,68,12,6,86,68,86
9001332,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,32002,INCOS Pando (Temporal),1,220,46,0,43,0,40,0,0,1,9,139,43,5,187,139,187
9001342,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,32002,INCOS Pando (Temporal),2,220,46,0,49,0,43,2,0,1,9,150,24,4,178,150,178
9001352,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,32002,INCOS Pando (Temporal),3,220,49,0,45,0,22,0,0,2,8,126,28,20,174,126,174
9001372,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,32002,INCOS Pando (Temporal),5,220,53,0,61,0,17,0,0,4,7,142,22,16,180,142,180
9001382,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,32002,INCOS Pando (Temporal),6,220,38,0,45,0,26,1,0,0,2,112,36,37,185,112,185
9001392,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,32002,INCOS Pando (Temporal),7,220,42,0,61,0,42,3,0,4,7,159,24,4,187,159,187
9001442,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25033,U. E. Sofia Calpiñeiro,4,220,36,0,54,0,36,1,0,2,5,134,33,4,171,134,171
9001512,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25938,U.E. Héroes de la Distancia,5,215,39,0,48,0,37,0,0,3,11,138,24,6,168,138,168
9001532,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25040,U. E. Manuela Rojas,2,220,30,0,58,0,58,3,0,4,3,156,34,3,193,156,193
9001572,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25040,U. E. Manuela Rojas,6,220,25,0,57,0,35,0,0,0,8,125,32,26,183,125,183
9001592,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25040,U. E. Manuela Rojas,8,220,38,0,62,0,42,0,0,2,5,149,32,6,187,149,187
9001602,ASAMBLEISTA TERRITORIO,32,Bolivia,9,Pando,1,Nicolás Suárez,1,Cobija,2773,Cobija,25040,U. E. Manuela Rojas,9,220,37,0,48,0,48,2,0,3,9,147,34,6,187,147,187
