CODIGO_MESA,DESCRIPCION,CODIGO_PAIS,NOMBRE_PAIS,CODIGO_DEPARTAMENTO,NOMBRE_DEPARTAMENTO,CODIGO_PROVINCIA,NOMBRE_PROVINCIA,CODIGO_SECCION,NOMBRE_MUNICIPIO,CODIGO_LOCALIDAD,NOMBRE_LOCALIDAD,CODIGO_RECINTO,NOMBRE_RECINTO,NUMERO_MESA,INSCRITOS_HABILITADOS,ASP,ADEPCOCA,CAOSAM,C 2000,C-A,CUMI,CICOTI,CAOTM,UN,FPV,T-INTI,J.A. LLALLA.L.P.,MACOJMA,MAYA C,MIDELUR,MAS-IPSP,MCP - NG,M.I.A.S.U.N.T.A.,MK - PC,MPS,MTS,MYP,PAN-BOL,PDC,PBCSP,UNIDOS,SOL.BO,TS,ML(MARKANAKAS LAYKU),UCS,UVA,V,VOTO_VALIDO,VOTO_BLANCO,VOTO_NULO,VOTO_EMITIDO,VOTO_VALIDO_SISTEMA,VOTO_EMITIDO_SISTEMA
2000332,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,103,Unidad Educativa Litoral A,1,220,1,0,0,0,1,0,0,0,2,4,0,26,0,0,0,65,0,0,0,0,6,0,2,0,78,0,5,0,0,0,0,0,190,2,7,199,190,199
2000362,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,103,Unidad Educativa Litoral A,4,220,0,0,0,0,0,0,0,0,3,2,0,26,0,0,0,73,0,0,0,1,5,0,0,1,59,1,8,0,0,0,0,1,180,7,11,198,180,198
2000392,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,103,Unidad Educativa Litoral A,7,220,0,0,0,0,3,0,0,0,1,0,0,27,0,0,0,46,0,0,0,1,3,0,4,1,94,1,2,0,0,0,0,2,185,7,5,197,185,197
2000412,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,103,Unidad Educativa Litoral A,9,220,2,0,0,0,0,0,0,0,7,1,0,22,0,0,0,69,0,0,0,0,8,0,0,1,45,1,5,0,0,0,0,1,162,12,7,181,162,181
2000422,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,103,Unidad Educativa Litoral A,10,220,0,0,0,0,2,0,0,0,1,4,0,33,0,0,0,70,0,0,0,0,8,0,1,0,65,0,5,0,0,0,0,0,189,9,4,202,189,202
2000442,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,103,Unidad Educativa Litoral A,12,220,0,0,0,0,1,0,0,0,6,2,0,17,0,0,0,68,0,0,0,0,5,0,0,0,91,1,2,0,0,0,0,1,194,0,4,198,194,198
2000472,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,103,Unidad Educativa Litoral A,15,220,1,0,0,0,0,0,0,0,1,2,0,12,0,0,0,64,0,0,0,0,10,0,2,1,85,1,4,0,0,0,0,1,184,3,5,192,184,192
2000482,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,103,Unidad Educativa Litoral A,16,220,1,0,0,0,0,0,0,0,1,3,0,21,0,0,0,58,0,0,0,1,12,0,0,0,76,1,2,0,0,0,0,0,176,5,8,189,176,189
2000512,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,104,Sede Social Plan Autopista,1,220,0,0,0,0,0,0,0,0,5,1,0,21,0,0,0,59,0,0,0,2,15,0,0,0,72,5,2,0,0,0,0,0,182,2,10,194,182,194
2000792,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,201,Esc. Abraham Lincoln,10,220,0,0,0,0,0,0,0,0,2,2,0,34,0,0,0,84,0,0,0,1,6,0,2,0,61,0,3,0,0,0,0,0,195,6,5,206,195,206
2000802,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,201,Esc. Abraham Lincoln,11,220,0,0,0,0,0,0,0,0,1,3,0,22,0,0,0,81,0,0,0,0,3,0,0,0,68,0,6,0,0,0,0,1,185,7,1,193,185,193
2000902,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,202,Escuela John F. Kennedy,4,220,0,0,0,0,0,0,0,0,5,1,0,8,0,0,0,59,0,0,0,0,4,0,1,0,95,0,1,0,0,0,0,0,174,1,17,192,174,192
2000912,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,202,Escuela John F. Kennedy,5,220,0,0,0,0,0,0,0,0,2,1,0,19,0,0,0,58,0,0,0,1,4,0,0,0,99,0,0,0,0,0,0,2,186,2,5,193,186,193
2001012,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25045,Kinder Flora Perez De Saavedra,8,220,1,0,0,0,2,0,0,0,2,4,0,17,0,0,0,60,0,0,0,2,5,0,2,0,76,0,1,0,0,0,0,2,174,4,15,193,174,193
2001602,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,205,Esc. Sergio Suarez,17,220,1,0,0,0,1,0,0,0,1,4,0,22,0,0,0,77,0,0,0,0,9,0,0,1,57,1,6,0,0,0,0,2,182,11,6,199,182,199
2002112,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,30037,U.E. Vicenta Juariste Eguino (Temporal),2,220,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,46,0,0,0,0,4,0,1,1,108,0,1,0,0,0,0,2,175,2,6,183,175,183
2002122,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,30037,U.E. Vicenta Juariste Eguino (Temporal),3,220,1,0,0,0,0,0,0,0,3,2,0,11,0,0,0,35,0,0,0,0,6,0,0,0,107,0,4,0,0,0,0,0,169,4,7,180,169,180
2002212,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,302,Col. American School,7,220,0,0,0,0,2,0,0,0,4,1,0,14,0,0,0,50,0,0,0,0,0,0,0,0,104,1,3,0,0,0,0,0,179,4,5,188,179,188
2002232,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,303,Esc. Natalia Palacios,1,220,0,0,0,0,1,0,0,0,2,0,0,8,0,0,0,37,0,0,0,3,1,0,0,0,118,1,5,0,0,0,0,2,178,6,9,193,178,193
2002252,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,303,Esc. Natalia Palacios,3,220,1,0,0,0,3,0,0,0,0,4,0,14,0,0,0,43,0,0,0,0,3,0,1,0,100,2,4,0,0,0,0,0,175,8,9,192,175,192
2002272,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,303,Esc. Natalia Palacios,5,220,0,0,0,0,0,0,0,0,4,1,0,12,0,0,0,26,0,0,0,0,4,0,1,0,121,0,5,0,0,0,0,0,174,6,5,185,174,185
2002392,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3017,Unidad Educativa Republica de China,4,220,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,70,0,0,0,0,9,0,0,0,74,1,4,0,0,0,0,3,170,6,9,185,170,185
2002422,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3017,Unidad Educativa Republica de China,7,220,0,0,0,0,1,0,0,0,4,0,0,14,0,0,0,53,0,0,0,2,5,0,0,1,95,1,4,0,0,0,0,1,181,4,4,189,181,189
2002442,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3017,Unidad Educativa Republica de China,9,220,1,0,0,0,0,0,0,0,4,2,0,22,0,0,0,50,0,0,0,0,8,0,1,1,77,1,3,0,0,0,0,1,171,5,12,188,171,188
2002452,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3017,Unidad Educativa Republica de China,10,220,0,0,0,0,0,0,0,0,3,1,0,9,0,0,0,47,0,0,0,1,0,0,1,0,111,2,1,0,0,0,0,0,176,4,5,185,176,185
2002462,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3017,Unidad Educativa Republica de China,11,220,0,0,0,0,2,0,0,0,2,2,0,22,0,0,0,45,0,0,0,1,6,0,0,1,100,0,5,0,0,0,0,0,186,4,7,197,186,197
2002482,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,3017,Unidad Educativa Republica de China,13,220,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,45,0,0,0,1,2,0,1,0,113,1,3,0,0,0,0,1,184,2,13,199,184,199
2002562,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,304,Col. Nacional Ayacucho,5,220,1,0,0,0,1,0,0,0,2,3,0,21,0,0,0,46,0,0,0,0,2,0,1,0,89,1,0,0,0,0,0,2,169,2,5,176,169,176
2002612,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,308,Col. Santa Ana,1,220,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,31,0,0,0,1,2,0,0,0,122,0,3,0,0,0,0,0,183,4,4,191,183,191
2002632,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,308,Col. Santa Ana,3,220,1,0,0,0,0,0,0,0,1,0,0,21,0,0,0,27,0,0,0,0,4,0,0,3,119,1,4,0,0,0,0,1,182,3,5,190,182,190
2002662,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,308,Col. Santa Ana,6,220,0,0,0,0,2,0,0,0,3,2,0,18,0,0,0,24,0,0,0,0,4,0,0,0,116,1,1,0,0,0,0,0,171,2,4,177,171,177
2002672,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,308,Col. Santa Ana,7,220,2,0,0,0,0,0,0,0,1,3,0,19,0,0,0,38,0,0,0,1,3,0,1,0,110,0,3,0,0,0,0,0,181,4,1,186,181,186
2002692,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,402,Dir. Distrital de Educación,1,220,2,0,0,0,0,0,0,0,4,0,0,9,0,0,0,46,0,0,0,1,4,0,1,0,94,0,6,0,0,0,0,1,168,6,15,189,168,189
2002702,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,402,Dir. Distrital de Educación,2,220,1,0,0,0,3,0,0,0,2,2,0,19,0,0,0,31,0,0,0,0,9,0,1,0,120,1,2,0,0,0,0,0,191,1,3,195,191,195
2002712,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,402,Dir. Distrital de Educación,3,220,0,0,0,0,1,0,0,0,3,3,0,7,0,0,0,40,0,0,0,1,2,0,1,0,114,0,2,0,0,0,0,2,176,3,5,184,176,184
2002722,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,402,Dir. Distrital de Educación,4,220,2,0,0,0,1,0,0,0,0,0,0,11,0,0,0,41,0,0,0,1,5,0,1,0,117,0,2,0,0,0,0,1,182,2,6,190,182,190
2002732,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,402,Dir. Distrital de Educación,5,220,2,0,0,0,2,0,0,0,3,2,0,14,0,0,0,29,0,0,0,0,4,0,2,1,108,1,8,0,0,0,0,2,178,3,6,187,178,187
2002752,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,402,Dir. Distrital de Educación,7,220,1,0,0,0,0,0,0,0,3,0,0,10,0,0,0,29,0,0,0,0,3,0,1,0,137,1,4,0,0,0,0,1,190,3,3,196,190,196
2002772,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,402,Dir. Distrital de Educación,9,220,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,40,0,0,0,3,3,0,0,0,106,1,5,0,0,0,0,1,171,2,5,178,171,178
2002782,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,402,Dir. Distrital de Educación,10,220,1,0,0,0,0,0,0,0,3,0,0,11,0,0,0,25,0,0,0,0,3,0,0,0,135,1,1,0,0,0,0,0,180,4,9,193,180,193
2002792,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,402,Dir. Distrital de Educación,11,94,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,11,0,0,0,0,4,0,0,0,47,0,1,0,0,0,0,0,70,2,5,77,70,77
2002882,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,Col. Experimental Hugo Davila,2,220,1,0,0,0,1,0,0,0,3,2,0,12,0,0,0,33,0,0,0,1,7,0,0,1,115,1,4,0,0,0,0,0,181,1,5,187,181,187
2002892,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,Col. Experimental Hugo Davila,3,220,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,25,0,0,0,0,10,0,0,0,130,0,3,0,0,0,0,1,177,2,3,182,177,182
2002902,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,Col. Experimental Hugo Davila,4,220,0,0,0,0,1,0,0,0,1,1,0,11,0,0,0,32,0,0,0,0,6,0,0,0,126,2,4,0,0,0,0,0,184,1,4,189,184,189
2002922,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,Col. Experimental Hugo Davila,6,220,1,0,0,0,2,0,0,0,3,2,0,11,0,0,0,46,0,0,0,2,3,0,0,0,103,0,2,0,0,0,0,2,177,2,1,180,177,180
2002942,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,Col. Experimental Hugo Davila,8,220,0,0,0,0,0,0,0,0,5,1,0,10,0,0,0,40,0,0,0,1,4,0,0,0,114,0,3,0,0,0,0,0,178,3,2,183,178,183
2002962,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,Col. Experimental Hugo Davila,10,220,0,0,0,0,3,0,0,0,6,1,0,5,0,0,0,20,0,0,0,0,5,0,0,0,132,1,6,0,0,0,0,1,180,4,5,189,180,189
2003012,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,Col. Experimental Hugo Davila,15,220,0,0,0,0,0,0,0,0,3,0,0,19,0,0,0,44,0,0,0,1,3,0,0,1,108,0,0,0,0,0,0,0,179,4,2,185,179,185
2003022,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,Col. Experimental Hugo Davila,16,220,1,0,0,0,1,0,0,0,3,1,0,12,0,0,0,28,0,0,0,0,3,0,0,0,117,0,7,0,0,0,0,0,173,1,1,175,173,175
2003052,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,Col. Experimental Hugo Davila,19,220,1,0,0,0,0,0,0,0,5,0,0,10,0,0,0,37,0,0,0,0,4,0,1,1,115,1,2,0,0,0,0,2,179,2,4,185,179,185
2003082,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,Col. Experimental Hugo Davila,22,220,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,29,0,0,0,3,2,0,1,1,136,2,7,0,0,0,0,0,193,1,2,196,193,196
2003092,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,Col. Experimental Hugo Davila,23,220,0,0,0,0,2,0,0,0,7,1,0,10,0,0,0,27,0,0,0,0,1,0,1,0,129,1,4,0,0,0,0,1,184,2,2,188,184,188
2003102,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,Col. Experimental Hugo Davila,24,220,0,0,0,0,2,0,0,0,6,0,0,12,0,0,0,36,0,0,0,2,3,0,0,1,109,0,1,0,0,0,0,0,172,1,7,180,172,180
2003112,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,Col. Experimental Hugo Davila,25,220,0,0,0,0,1,0,0,0,6,2,0,14,0,0,0,40,0,0,0,0,4,0,0,0,100,1,3,0,0,0,0,0,171,3,4,178,171,178
2003122,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,401,Col. Experimental Hugo Davila,26,35,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,31,0,0,31,31,31
2003232,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,Col. Cervantes,11,220,0,0,0,0,0,0,0,0,2,1,0,13,0,0,0,14,0,0,0,0,2,0,0,1,140,0,3,0,0,0,0,0,176,3,6,185,176,185
2003252,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,Col. Cervantes,13,220,0,0,0,0,2,0,0,0,5,2,0,11,0,0,0,19,0,0,0,0,1,0,0,1,134,2,4,0,0,0,0,0,181,4,3,188,181,188
2003262,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,403,Col. Cervantes,14,212,1,0,0,0,3,0,0,0,4,1,0,12,0,0,0,24,0,0,0,0,3,0,0,0,119,0,6,0,0,0,0,0,173,6,4,183,173,183
2003332,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,Esc. Panama,7,220,0,0,0,0,0,0,0,0,1,1,0,14,0,0,0,31,0,0,0,1,2,0,0,0,128,1,5,0,0,0,0,0,184,4,3,191,184,191
2003342,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,Esc. Panama,8,220,0,0,0,0,3,0,0,0,2,2,0,9,0,0,0,33,0,0,0,0,4,0,0,0,128,0,1,0,0,0,0,0,182,5,7,194,182,194
2003372,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,Esc. Panama,11,220,2,0,0,0,0,0,0,0,3,1,0,3,0,0,0,20,0,0,0,0,5,0,0,0,132,0,2,0,0,0,0,1,169,3,9,181,169,181
2003382,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,Esc. Panama,12,220,1,0,0,0,0,0,0,0,3,0,0,13,0,0,0,18,0,0,0,0,6,0,0,0,142,0,2,0,0,0,0,0,185,1,3,189,185,189
2003392,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,Esc. Panama,13,220,0,0,0,0,1,0,0,0,4,0,0,16,0,0,0,20,0,0,0,0,9,0,1,0,117,0,0,0,0,0,0,0,168,1,3,172,168,172
2003402,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,Esc. Panama,14,220,1,0,0,0,5,0,0,0,1,2,0,11,0,0,0,17,0,0,0,2,4,0,1,0,136,0,3,0,0,0,0,0,183,3,1,187,183,187
2003412,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,Esc. Panama,15,220,1,0,0,0,1,0,0,0,5,0,0,12,0,0,0,26,0,0,0,0,3,0,0,1,120,1,2,0,0,0,0,1,173,7,4,184,173,184
2003422,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,Esc. Panama,16,220,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,16,0,0,0,0,4,0,0,0,137,2,5,0,0,0,0,0,179,1,3,183,179,183
2003432,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,Esc. Panama,17,220,0,0,0,0,1,0,0,0,3,2,0,7,0,0,0,28,0,0,0,0,10,0,0,0,128,1,2,0,0,0,0,0,182,2,3,187,182,187
2003442,GOBERNADOR(A),32,Bolivia,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,404,Esc. Panama,18,220,0,0,0,0,2,0,0,0,0,1,0,9,0,0,0,21,0,0,0,0,3,0,0,2,124,0,1,0,0,0,0,1,164,6,10,180,164,180
